"Province_State" "Country_Region" "Lat" "Long" "Confirmed" "Deaths"
"Iowa" "US" 42.17178824 -90.57354837 2182 42
"Iowa" "US" 41.68576082 -93.05567785 4078 70
"Iowa" "US" 41.03192394 -91.94849466 1309 35
"Iowa" "US" 41.67169354 -91.58754744 14084 81
"Iowa" "US" 42.12118609 -91.13139641 2933 55
"Iowa" "US" 41.33649833 -92.1785067 948 30
"Iowa" "US" 43.20405458 -94.20691791 2131 63
"Iowa" "US" 40.64181461 -91.48183025 3685 55
"Iowa" "US" 42.07923082 -91.59809485 20328 330
"Iowa" "US" 41.21842119 -91.26102611 1272 49
"Iowa" "US" 41.02958964 -93.32780803 749 23
"Iowa" "US" 43.38107862 -96.20926845 1549 41
"Iowa" "US" 41.33081904 -94.01554631 1543 19
"Iowa" "US" 41.33521503 -92.64083907 2252 50
"Iowa" "US" 41.33445101 -93.09934783 3548 75
"Iowa" "US" 42.03586837 -92.9990819 4772 74
"Iowa" "US" 41.03299766 -95.61920963 1588 20
"Iowa" "US" 43.35638371 -92.78887719 1252 41
"Iowa" "US" 42.05220391 -95.95743843 812 30
"Iowa" "US" 41.02988815 -92.8690667 941 28
"Iowa" "US" 41.03018714 -95.15642896 1006 37
"Iowa" "US" 41.48370744 -91.1121697 4615 96
"Iowa" "US" 43.08310673 -95.62474482 1970 60
"Iowa" "US" 43.37824276 -95.62422844 757 16
"Iowa" "US" 40.7393172 -95.1497813 1904 21
"Iowa" "US" 43.08193849 -94.67824621 1110 22
"Iowa" "US" 42.737633 -96.21366621 3981 79
"Iowa" "US" 42.73420133 -94.67862564 837 21
"Iowa" "US" 41.68679484 -93.57767461 56091 605
"Iowa" "US" 41.33640314 -95.53907776 10769 162
"Iowa" "US" 41.68625425 -92.53155731 1528 33
"Iowa" "US" 40.73518949 -94.24368535 536 23
"Iowa" "US" 42.38624071 -95.10547892 1273 19
"Iowa" "US" 41.63935978 -90.61959493 19153 235
"Iowa" "US" 41.6850066 -95.31015553 1286 37
"Iowa" "US" 43.08221074 -96.1767568 5069 73
"Iowa" "US" 42.03621213 -93.46499005 10324 47
"Iowa" "US" 42.07991767 -92.53266945 2067 71
"Iowa" "US" 40.73710579 -94.69778563 654 12
"Iowa" "US" 41.0277278 -94.24234847 1232 32
"Iowa" "US" 40.75326764 -91.95017958 555 18
"Iowa" "US" 41.03064984 -92.40954728 4254 120
"Iowa" "US" 41.33559454 -93.56007641 5569 86
"Iowa" "US" 41.33577126 -91.71725711 2492 50
"Iowa" "US" 40.73969028 -93.32752197 521 23
"Iowa" "US" 42.42853483 -94.17987389 5083 91
"Iowa" "US" 43.37751174 -93.73407298 1362 31
"Iowa" "US" 43.29094334 -91.84422722 1947 33
"Iowa" "US" 42.38979414 -96.0459439 14917 221
"Iowa" "US" 43.37750768 -93.26087602 711 8
"Iowa" "US" 42.73305373 -93.73515113 1805 35
"Kansas" "US" 37.88582951 -95.30030847 1233 18
"Kansas" "US" 38.21413251 -95.29272815 832 18
"Kansas" "US" 39.53185661 -95.30870026 1587 14
"Kansas" "US" 37.2288586 -98.68460053 371 6
"Kansas" "US" 38.47889676 -98.75636726 2599 47
"Kansas" "US" 37.85508555 -94.84865997 1388 26
"Kansas" "US" 39.82652589 -95.56421698 1233 38
"Kansas" "US" 37.78134351 -96.83878537 7456 85
"Kansas" "US" 38.30292938 -96.59563862 251 3
"Kansas" "US" 37.14994405 -96.2454192 266 6
"Kansas" "US" 37.16928494 -94.8462897 2454 52
"Kansas" "US" 39.78580976 -101.7318201 360 14
"Kansas" "US" 37.23577007 -99.81883015 249 7
"Kansas" "US" 39.34948772 -97.16518128 795 29
"Kansas" "US" 39.48028352 -97.64925343 977 23
"Kansas" "US" 38.2365018 -95.73379515 722 23
"Kansas" "US" 37.1911452 -99.27113247 167 9
"Kansas" "US" 37.23781842 -96.83776647 3916 107
"Kansas" "US" 37.50675523 -94.85245778 4692 76
"Kansas" "US" 39.78468441 -100.4594081 265 12
"Kansas" "US" 38.86600962 -97.15532383 1728 44
"Kansas" "US" 39.79067154 -95.14056866 965 23
"Kansas" "US" 38.88503636 -95.2925121 9104 82
"Kansas" "US" 37.88735543 -99.31263309 262 12
"Kansas" "US" 37.45338105 -96.24369667 179 5
"Kansas" "US" 38.91458712 -99.31751551 3728 73
"Kansas" "US" 38.69677695 -98.20462799 1218 25
"Kansas" "US" 38.04340344 -100.7381938 6032 71
"Kansas" "US" 37.69200114 -99.88825298 5724 74
"Kansas" "US" 38.56443815 -95.28644341 2526 42
"Kansas" "US" 38.99871131 -96.7577178 3271 40
"Kansas" "US" 38.91588178 -100.4829321 385 19
"Kansas" "US" 39.34987223 -99.88332493 264 8
"Kansas" "US" 37.56227336 -101.3079758 939 18
"Kansas" "US" 37.73836671 -100.4369088 562 14
"Kansas" "US" 38.4808095 -101.8061079 104 1
"Kansas" "US" 37.8774388 -96.23250453 555 11
"Kansas" "US" 37.99978709 -101.7921066 202 1
"Kansas" "US" 37.19175361 -98.07578384 616 18
"Kansas" "US" 38.04293782 -97.42747573 3579 75
"Kansas" "US" 37.5620394 -100.8710738 418 9
"Kansas" "US" 38.08780079 -99.89829881 211 8
"Kansas" "US" 39.41673394 -95.79356799 1396 16
"Kansas" "US" 39.2347941 -95.38289232 1697 34
"Kansas" "US" 39.78470589 -98.21820662 210 5
"Kansas" "US" 38.88548175 -94.82250877 57136 741
"Kansas" "US" 38.00017981 -101.321681 566 10
"Kansas" "US" 37.55909527 -98.13638678 750 15
"Kansas" "US" 37.55848695 -99.2856537 238 4
"Kansas" "US" 37.19113093 -95.29849679 2725 10
"Kansas" "US" 38.48119447 -100.4660754 126 7
"Kansas" "US" 39.20183497 -95.03620809 7141 90
"Kansas" "US" 39.04549684 -98.20756994 262 4
"Kansas" "US" 38.21267844 -94.84254089 797 8
"Kansas" "US" 38.91735806 -101.148475 292 6
"Kansas" "US" 38.45576156 -96.15275715 4236 84
"Kansas" "US" 38.35855394 -97.0985251 1053 24
"Kansas" "US" 39.78359669 -96.52278974 1080 23
"Kansas" "US" 38.39184858 -97.64769869 3238 80
"Kansas" "US" 37.23859987 -100.364831 507 12
"Kansas" "US" 38.56383358 -94.83832189 2718 41
"Kansas" "US" 39.39331582 -98.20906732 561 18
"Kansas" "US" 37.19236568 -95.74329258 3426 78
"Kansas" "US" 38.68827511 -96.65128437 576 22
"Kansas" "US" 37.19141121 -101.7992519 254 8
"Kansas" "US" 39.78345387 -96.01392079 1505 56
"Kansas" "US" 37.55862897 -95.30670046 1790 34
"Kansas" "US" 38.47974157 -99.91547333 370 16
"Kansas" "US" 39.78443827 -99.90286639 1205 26
"Kansas" "US" 38.65235984 -95.72707998 1222 25
"Kansas" "US" 39.3503437 -98.76753828 289 12
"Kansas" "US" 39.13237408 -97.65020313 549 13
"Kansas" "US" 38.18108732 -99.23692334 1149 13
"Kansas" "US" 39.78465501 -99.34668865 713 24
"Kansas" "US" 39.37925655 -96.34564657 1873 30
"Kansas" "US" 37.64780729 -98.73922153 814 25
"Kansas" "US" 39.78525843 -101.0761617 297 7
"Kansas" "US" 37.95230263 -98.08607292 8426 135
"Kansas" "US" 39.82799632 -97.65036709 660 13
"Kansas" "US" 38.34616184 -98.19992118 1067 12
"Kansas" "US" 39.28935726 -96.73420026 6370 36
"Kansas" "US" 39.35022773 -99.32484567 654 11
"Kansas" "US" 38.52275276 -99.30863983 430 14
"Kansas" "US" 38.91462787 -98.76254297 856 28
"Kansas" "US" 38.78369175 -97.65185177 6155 134
"Kansas" "US" 38.48222076 -100.9066539 583 23
"Kansas" "US" 37.6842718 -97.4608198 55533 736
"Kansas" "US" 37.19324632 -100.8507201 3846 41
"Kansas" "US" 39.04100763 -95.7557264 17243 355
"Kansas" "US" 39.35018161 -100.4418259 432 13
"Kansas" "US" 39.35147699 -101.7197624 621 12
"Kansas" "US" 39.78516566 -98.78566062 269 3
"Kansas" "US" 38.03100851 -98.71762001 338 9
"Kansas" "US" 37.56304714 -101.7843534 184 6
"Kansas" "US" 37.1923008 -101.3118967 558 10
"Kansas" "US" 37.23682549 -97.47721621 2127 51
"Kansas" "US" 39.35107575 -101.0553705 1092 20
"Kansas" "US" 38.91467218 -99.87284448 406 8
"Kansas" "US" 38.95471985 -96.20350509 674 13
"Kansas" "US" 38.91686134 -101.7638876 176 4
"Kansas" "US" 39.78420784 -97.0875323 532 14
"Kansas" "US" 38.48178252 -101.3471509 216 6
"Kansas" "US" 37.55937174 -95.74323255 998 16
"Kansas" "US" 37.8865336 -95.74006277 216 5
"Kansas" "US" 39.11727348 -94.76378225 20008 276
"Kentucky" "US" 37.10459774 -85.28129668 1820 53
"Kentucky" "US" 36.75197631 -86.19457544 2020 38
"Kentucky" "US" 38.00671029 -84.99171713 1702 20
"Kentucky" "US" 37.05842757 -88.99427697 387 8
"Kentucky" "US" 36.96469836 -85.93338945 4354 90
"Kentucky" "US" 38.14735938 -83.74588932 900 20
"Kentucky" "US" 36.73355174 -83.67766671 3044 52
"Kentucky" "US" 38.97065142 -84.72615357 13442 116
"Kentucky" "US" 38.2054607 -84.21827874 1654 14
"Kentucky" "US" 38.36176608 -82.68652187 4849 72
"Kentucky" "US" 37.62680923 -84.8633779 3364 69
"Kentucky" "US" 38.69158994 -84.08532444 607 7
"Kentucky" "US" 37.52333168 -83.31959161 991 8
"Kentucky" "US" 37.77377239 -86.42885017 1200 14
"Kentucky" "US" 37.97162523 -85.68955617 6922 70
"Kentucky" "US" 37.20946153 -86.68748787 1422 24
"Kentucky" "US" 37.14749129 -87.86948214 1438 30
"Kentucky" "US" 36.62093411 -88.2731593 3478 49
"Kentucky" "US" 38.94384345 -84.37875208 8277 69
"Kentucky" "US" 36.85372876 -88.9669222 464 8
"Kentucky" "US" 38.66599534 -85.12601074 982 19
"Kentucky" "US" 38.31690743 -83.05092385 2233 32
"Kentucky" "US" 37.32533118 -84.92726209 1320 34
"Kentucky" "US" 36.89267803 -87.49055367 6750 102
"Kentucky" "US" 37.9689263 -84.14615986 2738 28
"Kentucky" "US" 37.16451126 -83.712575 2624 40
"Kentucky" "US" 36.72581156 -85.13377529 1436 31
"Kentucky" "US" 37.35839237 -88.0882609 636 20
"Kentucky" "US" 36.78926125 -85.39050034 695 10
"Kentucky" "US" 37.73028906 -87.0901948 10430 178
"Kentucky" "US" 37.21218923 -86.23955613 885 21
"Kentucky" "US" 38.11624059 -83.09771563 953 2
"Kentucky" "US" 37.69241417 -83.95956369 1059 11
"Kentucky" "US" 38.0368225 -84.45576892 34833 288
"Kentucky" "US" 38.36758311 -83.69657514 1145 21
"Kentucky" "US" 37.56213922 -82.74750924 3303 63
"Kentucky" "US" 38.2379395 -84.87962551 3959 46
"Kentucky" "US" 36.55238827 -89.20140068 505 14
"Kentucky" "US" 38.75398691 -84.8558382 691 27
"Kentucky" "US" 37.6388668 -84.53289319 1493 33
"Kentucky" "US" 38.64962758 -84.62415957 2227 18
"Kentucky" "US" 36.72292505 -88.65143315 4114 90
"Kentucky" "US" 37.46231118 -86.34248968 2122 52
"Kentucky" "US" 37.26484328 -85.5540745 1193 15
"Kentucky" "US" 38.54332505 -82.9215658 3524 57
"Kentucky" "US" 37.83766422 -86.78280584 862 15
"Kentucky" "US" 37.6976111 -85.96319251 9452 150
"Kentucky" "US" 36.85699301 -83.21899516 2725 83
"Kentucky" "US" 38.44188174 -84.32869741 1641 22
"Kentucky" "US" 37.29943898 -85.88461055 1940 45
"Kentucky" "US" 37.79344553 -87.57392021 4623 70
"Kentucky" "US" 38.44942688 -85.11587507 1315 11
"Kentucky" "US" 36.6794808 -88.97875928 357 10
"Kentucky" "US" 37.30939025 -87.54670406 4325 143
"Kentucky" "US" 37.41866422 -83.99825483 1291 32
"Kentucky" "US" 38.18664655 -85.65931031 78255 1142
"Kentucky" "US" 37.87119786 -84.58252003 4476 61
"Kentucky" "US" 37.85106355 -82.8264322 1891 32
"Kentucky" "US" 38.93950319 -84.53241199 15970 166
"Kentucky" "US" 37.35388197 -82.94981134 1127 23
"Kentucky" "US" 36.89225732 -83.85403396 3329 34
"Kentucky" "US" 37.54567114 -85.70138352 1291 25
"Kentucky" "US" 37.10975748 -84.11321779 6509 67
"Kentucky" "US" 38.07136018 -82.72882223 1390 20
"Kentucky" "US" 37.59645942 -83.71513901 1265 25
"Kentucky" "US" 37.09246661 -83.37999606 891 6
"Kentucky" "US" 37.12306748 -82.85346474 1866 42
"Kentucky" "US" 38.53184419 -83.37735618 1209 32
"Kentucky" "US" 37.45475628 -84.6565327 2257 46
"Kentucky" "US" 37.21137452 -88.34797529 826 20
"Kentucky" "US" 36.85949479 -86.877635 2781 64
"Kentucky" "US" 37.02080035 -88.07886257 1503 19
"Kentucky" "US" 37.71659336 -84.27220275 9148 109
"Kentucky" "US" 37.70820545 -83.0657714 930 14
"Kentucky" "US" 37.55218078 -85.26898542 2243 37
"Kentucky" "US" 36.8800707 -88.32803576 2710 55
"Kentucky" "US" 37.79990579 -82.51247478 1012 20
"Kentucky" "US" 38.59471935 -83.82151043 1597 34
"Kentucky" "US" 37.05350953 -88.70445755 6352 119
"Kentucky" "US" 36.73874143 -84.48102924 1952 29
"Kentucky" "US" 37.5301951 -87.26803443 869 26
"Kentucky" "US" 37.96163597 -86.21028219 1990 23
"Kentucky" "US" 37.94090733 -83.59985712 450 16
"Kentucky" "US" 37.81474237 -84.87488475 2506 49
"Kentucky" "US" 36.99459295 -85.63123699 1025 26
"Kentucky" "US" 36.71225341 -85.71596443 1300 40
"Kentucky" "US" 38.03253032 -83.9145241 2527 30
"Kentucky" "US" 37.92465657 -83.25558245 2186 3
"Kentucky" "US" 37.21425819 -87.14632053 2880 59
"Kentucky" "US" 37.80335779 -85.4657193 4825 51
"Kentucky" "US" 38.33342292 -84.01889177 521 8
"Kentucky" "US" 37.47751843 -86.85368087 2419 53
"Kentucky" "US" 38.39791089 -85.448222 7422 82
"Kentucky" "US" 38.51679143 -84.82404619 648 12
"Kentucky" "US" 37.42823949 -83.68811419 487 12
"Kentucky" "US" 38.69607718 -84.35599463 1003 4
"Kentucky" "US" 37.25023553 -83.22922731 2604 63
"Kentucky" "US" 37.47088263 -82.39487445 5437 91
"Kentucky" "US" 37.83218794 -83.82553961 1158 11
"Kentucky" "US" 37.10466131 -84.57629079 6174 93
"Kentucky" "US" 38.51923469 -84.05055616 212 14
"Kentucky" "US" 37.36642393 -84.31176452 1469 21
"Kentucky" "US" 38.19484205 -83.42088935 2158 17
"Kentucky" "US" 36.99308373 -85.06070117 1794 42
"Kentucky" "US" 38.29622293 -84.5816631 4798 32
"Kentucky" "US" 38.21476019 -85.194223 4553 70
"Kentucky" "US" 36.74058474 -86.58047435 2023 35
"Kentucky" "US" 38.03223971 -85.32749335 1568 18
"Kentucky" "US" 37.3677562 -85.3329931 2989 42
"Kentucky" "US" 36.8381152 -87.17878374 1080 25
"Kentucky" "US" 36.80767017 -87.87333656 1238 14
"Kentucky" "US" 38.61056487 -85.33775972 666 7
"Kentucky" "US" 37.66166713 -87.94300009 1326 15
"Kentucky" "US" 36.99903045 -86.42672751 15568 166
"Kentucky" "US" 37.75599461 -85.17407732 1414 36
"Kentucky" "US" 36.80310688 -84.8251971 2143 43
"Kentucky" "US" 37.52168356 -87.67989953 1218 20
"Kentucky" "US" 36.75700531 -84.14541217 4789 49
"Kentucky" "US" 37.73941626 -83.49303612 495 5
"Kentucky" "US" 38.04178222 -84.7417556 2106 19
"Louisiana" "US" 30.2950649 -92.41419698 6421 191
"Louisiana" "US" 30.65385745 -92.82442028 3158 91
"Louisiana" "US" 30.20406249 -90.9132841 11846 164
"Louisiana" "US" 29.89946234 -91.06461642 2150 36
"Louisiana" "US" 31.07796211 -92.00079449 4126 122
"Louisiana" "US" 30.64836518 -93.34173616 3128 74
"Louisiana" "US" 32.34569994 -93.05398492 1651 81
"Louisiana" "US" 32.67932307 -93.60460152 13573 291
"Louisiana" "US" 32.57991587 -93.88375652 25522 736
"Louisiana" "US" 30.22931235 -93.35400434 22033 415
"Louisiana" "US" 32.0902519 -92.11752148 1096 29
"Louisiana" "US" 29.87592238 -93.19310676 587 6
"Louisiana" "US" 31.66778967 -91.84526385 1125 38
"Louisiana" "US" 32.82308512 -92.99526883 1421 55
"Louisiana" "US" 31.44817835 -91.63814433 1850 60
"Louisiana" "US" 32.05457447 -93.74130302 2746 77
"Louisiana" "US" 30.53842039 -91.09777565 38442 786
"Louisiana" "US" 32.73926954 -91.23425694 1124 25
"Louisiana" "US" 30.84425359 -91.04976723 3116 112
"Louisiana" "US" 30.72985248 -92.39915924 3528 91
"Louisiana" "US" 32.13675181 -91.67589857 2471 105
"Louisiana" "US" 31.59882456 -92.56124347 2122 55
"Louisiana" "US" 29.86803617 -91.75871777 6857 152
"Louisiana" "US" 30.25734305 -91.3499598 3781 98
"Louisiana" "US" 32.30251776 -92.55692092 1880 50
"Louisiana" "US" 29.74075478 -90.11115756 45549 885
"Louisiana" "US" 30.26896765 -92.81210004 3122 93
"Louisiana" "US" 31.67884782 -92.15907765 1512 36
"Louisiana" "US" 30.2049055 -92.06959876 22844 272
"Louisiana" "US" 29.52470226 -90.40976986 9446 202
"Louisiana" "US" 32.6003154 -92.6659741 4409 92
"Louisiana" "US" 30.44143993 -90.73061664 13119 203
"Louisiana" "US" 32.36918118 -91.23973355 1564 38
"Louisiana" "US" 32.81686191 -91.80421614 2789 73
"Louisiana" "US" 31.72321584 -93.09816516 4010 85
"Louisiana" "US" 30.06971951 -89.92660315 29633 789
"Louisiana" "US" 32.47645559 -92.15704172 18089 445
"Louisiana" "US" 29.42245447 -89.60322085 2486 26
"Louisiana" "US" 30.71409502 -91.60209535 2560 73
"Louisiana" "US" 31.19778499 -92.52997303 11792 309
"Louisiana" "US" 32.09530039 -93.34213308 864 38
"Louisiana" "US" 32.41391005 -91.76634876 2403 53
"Louisiana" "US" 31.56388699 -93.55433981 2910 60
"Louisiana" "US" 29.87761636 -89.51887093 3974 49
"Louisiana" "US" 29.90709658 -90.35555967 5337 90
"Louisiana" "US" 30.82210324 -90.71013176 914 10
"Louisiana" "US" 30.02531716 -90.80212061 1938 50
"Louisiana" "US" 30.12597499 -90.4753503 3661 137
"Louisiana" "US" 30.59724262 -92.00135806 8724 253
"Louisiana" "US" 30.13112107 -91.61403569 5138 115
"Louisiana" "US" 29.69262097 -91.44702164 4614 134
"Louisiana" "US" 30.40942847 -89.95642711 25332 517
"Louisiana" "US" 30.62888673 -90.40664996 12468 290
"Louisiana" "US" 32.00760749 -91.32915234 357 8
"Louisiana" "US" 29.37343766 -90.82626855 9981 219
"Louisiana" "US" 32.83121059 -92.3749373 2368 77
"Louisiana" "US" 29.83517605 -92.30292538 5253 116
"Louisiana" "US" 31.10884837 -93.18153838 3041 101
"Louisiana" "US" 30.85288548 -90.03866652 4329 128
"Louisiana" "US" 32.70847669 -93.33121835 4047 110
"Louisiana" "US" 30.46058217 -91.30989571 2764 59
"Louisiana" "US" 32.78550125 -91.461201 1169 41
"Louisiana" "US" 30.87882871 -91.4148538 1143 34
"Louisiana" "US" 31.94449367 -92.63789413 1530 43
"Maine" "US" 44.1664747 -70.20380627 6480 62
"Maine" "US" 46.65926321 -68.59841248 1561 45
"Maine" "US" 43.8370751 -70.37226999 15417 188
"Maine" "US" 44.97330019 -70.44381045 1142 13
"Maine" "US" 44.59816444 -68.38401854 1201 36
"Maine" "US" 44.40759555 -69.76738544 5138 63
"Maine" "US" 44.11486325 -69.10529169 911 5
"Maine" "US" 44.05996956 -69.54227124 782 2
"Maine" "US" 44.49952995 -70.75682123 2966 61
"Maine" "US" 45.40194593 -68.65020455 5076 89
"Maine" "US" 45.83839062 -69.2860223 423 4
"Maine" "US" 43.95415864 -69.85074999 1179 8
"Maine" "US" 45.51229767 -69.95995554 1691 29
"Maine" "US" 44.4858305 -69.12061935 788 19
"Maine" "US" 45.01607142 -67.62813524 809 15
"Maine" "US" 43.47808377 -70.71052375 11979 128
"Maryland" "US" 39.62357628 -78.69280486 6714 205
"Maryland" "US" 39.00670238 -76.60329337 41386 585
"Maryland" "US" 39.45784712 -76.62911955 61095 1430
"Maryland" "US" 39.30211911 -76.61151012 49255 991
"Maryland" "US" 38.53961642 -76.56820632 4066 75
"Maryland" "US" 38.87172293 -75.82904158 2229 23
"Maryland" "US" 39.56453592 -77.02373735 8859 229
"Maryland" "US" 39.56647682 -75.94627411 5821 128
"Maryland" "US" 38.51092331 -76.98580666 10284 183
"Maryland" "US" 38.45413522 -76.02752426 2615 50
"Maryland" "US" 39.47296601 -77.39999394 19111 309
"Maryland" "US" 39.52786077 -79.27355126 1952 62
"Maryland" "US" 39.55010644 -76.3077594 15581 267
"Maryland" "US" 39.25305293 -76.93126208 18406 230
"Maryland" "US" 39.24976208 -76.04741541 1284 45
"Maryland" "US" 39.13676329 -77.20358245 68865 1500
"Maryland" "US" 38.83070039 -76.8496441 81382 1425
"Maryland" "US" 39.06198912 -76.03530977 2839 42
"Maryland" "US" 38.1163542 -75.75118623 2519 37
"Maryland" "US" 38.30058422 -76.6062928 5682 123
"Maryland" "US" 38.76618159 -76.10882561 2030 36
"Maryland" "US" 39.60835778 -77.82002295 13862 270
"Maryland" "US" 38.37301947 -75.62705831 7318 152
"Maryland" "US" 38.21274277 -75.33200012 3504 95
"Massachusetts" "US" 41.72980578 -70.28854339 13245 457
"Massachusetts" "US" 42.37428441 -73.20524838 6079 282
"Massachusetts" "US" 41.79228404 -71.10872211 63342 1670
"Massachusetts" "US" 41.40674725 -70.68763497 2621 4
"Massachusetts" "US" 42.6687626 -70.94687179 93678 2331
"Massachusetts" "US" 42.58119713 -72.58602547 2385 111
"Massachusetts" "US" 42.13440424 -72.63235561 49135 1481
"Massachusetts" "US" 42.33997957 -72.65898478 8778 289
"Massachusetts" "US" 42.48607732 -71.39049229 129684 3699
"Massachusetts" "US" 42.16073095 -71.20530408 52625 1765
"Massachusetts" "US" 41.94070556 -70.80802823 46742 1394
"Massachusetts" "US" 42.3279514 -71.07850442 89379 1810
"Massachusetts" "US" 42.35026951 -71.90493363 73837 2181
"Michigan" "US" 44.6846864 -83.59507875 650 26
"Michigan" "US" 46.41292944 -86.60260122 482 6
"Michigan" "US" 42.59147037 -85.89102866 9700 126
"Michigan" "US" 45.03477666 -83.62212411 1930 53
"Michigan" "US" 44.99690221 -85.15503082 1446 22
"Michigan" "US" 44.0636262 -83.89277559 997 28
"Michigan" "US" 46.6720582 -88.36363591 647 33
"Michigan" "US" 42.59513984 -85.30834519 5006 57
"Michigan" "US" 43.70639106 -83.98731479 9886 313
"Michigan" "US" 44.63899297 -86.01608482 1146 32
"Michigan" "US" 41.95447397 -86.4131308 14019 260
"Michigan" "US" 41.91600556 -85.05929476 4392 91
"Michigan" "US" 42.24633834 -85.00493569 12709 262
"Michigan" "US" 41.91522292 -85.99405727 5016 72
"Michigan" "US" 45.37790017 -85.19614053 1473 15
"Michigan" "US" 45.44787015 -84.50122149 1660 38
"Michigan" "US" 46.29552653 -84.54353449 2267 32
"Michigan" "US" 43.98794227 -84.8481986 2120 70
"Michigan" "US" 42.94400871 -84.60145248 6904 79
"Michigan" "US" 44.68255561 -84.61006219 900 7
"Michigan" "US" 45.9048491 -86.9080745 3633 87
"Michigan" "US" 46.00999672 -87.86961634 2602 72
"Michigan" "US" 42.59599185 -84.83740035 9181 173
"Michigan" "US" 45.52625509 -84.89083249 2086 41
"Michigan" "US" 43.02244215 -83.70589709 36957 827
"Michigan" "US" 43.98901072 -84.38774817 2042 43
"Michigan" "US" 46.40862701 -89.69377193 1353 50
"Michigan" "US" 44.69565625 -85.55585247 5844 83
"Michigan" "US" 43.29265605 -84.60505416 3468 108
"Michigan" "US" 41.88753639 -84.59312019 3980 82
"Michigan" "US" 46.89988536 -88.68495385 2986 40
"Michigan" "US" 43.83353985 -83.04078453 3645 68
"Michigan" "US" 42.59716886 -84.37472069 22610 328
"Michigan" "US" 42.94502238 -85.07413319 5302 76
"Michigan" "US" 44.35486835 -83.63484895 1762 69
"Michigan" "US" 46.20974132 -88.53136251 974 51
"Michigan" "US" 43.64060976 -84.84664923 5458 81
"Michigan" "US" 42.24807035 -84.42258681 14041 249
"Michigan" "US" 42.24542231 -85.53038622 20159 345
"Michigan" "US" 44.68512729 -85.09085699 984 17
"Michigan" "US" 43.03197711 -85.54934642 64478 762
"Michigan" "US" 47.63197653 -88.41434263 167 2
"Michigan" "US" 43.99050893 -85.802173 533 13
"Michigan" "US" 43.09052506 -83.22153148 8045 153
